TransactionID,Date,Time,CustomerID,Name,Surname,Shipping_State,Item No.,Description,Retail_Price,Loyalty_Discount
113206,13-12-2016,17:10:00,200000582,Rebecca,Clarkson,Mississippi,3256419181,Short Slip,102,0.09
113205,13-12-2016,17:09:00,400000396,Fiona,Buckland,Mississippi,1160651321,Coat,93.9,0.08
113204,13-12-2016,17:08:00,300000238,Dorothy,Miller,Alaska,2355020550,Sweater,67.92,0.06
113203,13-12-2016,17:08:00,100000236,Carol,Blake,Missouri,1284609276,Sweater,95.76,0.02
113202,13-12-2016,17:05:00,100000010,Dominic,Parr,North Dakota,5509524170,Couch Cover,86.68,0
113201,13-12-2016,17:04:00,100000341,Jasmine,Greene,New Mexico,6511971572,Sleeping Bag,47.88,0.06
113200,13-12-2016,17:03:00,100000564,Leonard,Paige,North Dakota,8143229140,Shower Shoes,27.86,0.06
113199,13-12-2016,16:59:00,400000690,Bernadette,Duncan,Utah,6182400847,Blazer,26.88,0.03
113198,13-12-2016,16:59:00,200000387,Christian,Blake,Colorado,2113413915,Shorts,59.33,0.03
113197,13-12-2016,16:58:00,400000916,Matt,Grant,New Hampshire,9862518267,Socks,10.84,0.02
113196,13-12-2016,16:57:00,100000931,Maria,Lawrence,Missouri,3890778939,Suit & 2 pc Dress,125.16,0.02
113195,13-12-2016,16:53:00,100000345,Benjamin,Ince,West Virginia,8068199275,Slacks,87.78,0.03
113194,13-12-2016,16:53:00,100000144,Sean,Bell,Ohio,5997626126,Coat/Jacket,39.55,0.02
113193,13-12-2016,16:52:00,300000495,Stephen,Poole,Indiana,3135576553,Underwear,5.88,0.08
113192,13-12-2016,16:52:00,100000169,Blake,Mills,Kentucky,6548962456,Dust Ruffle,65.79,0.09
113191,13-12-2016,16:51:00,300000702,Diane,Underwood,Maryland,7841340144,Shirt,29.4,0.03
113190,13-12-2016,16:51:00,100000383,Jasmine,Oliver,Louisiana,7010679527,Blanket,63.84,0
113189,13-12-2016,16:50:00,200000646,Liam,Rutherford,Louisiana,3750666773,Waterbed Sheet,79.8,0.02
113188,13-12-2016,16:49:00,400000398,Nicola,Ferguson,Maryland,7645689457,Apron,9.48,0.04
113187,13-12-2016,16:45:00,100000192,Oliver,Blake,Maryland,6511971572,Sleeping Bag,47.88,0.09
113186,13-12-2016,16:45:00,100000315,Peter,Metcalfe,Idaho,6697166886,Coat,159.8,0.08
113185,13-12-2016,16:42:00,100000181,Mary,Watson,Missouri,7833392032,Skirt,55.86,0.08
113184,13-12-2016,16:40:00,300000814,James,Newman,Hawaii,8269421724,Long Overalls,124.75,0.01
113183,13-12-2016,16:39:00,100000854,Carl,Clark,Kentucky,9313710898,Dish Towel,32.23,0.02
113182,13-12-2016,16:38:00,100000286,Ruth,Lambert,Idaho,2430071492,Dust Ruffle,41.86,0.08
113181,13-12-2016,16:38:00,200000548,Emily,King,Minnesota,1284609276,Sweater,95.76,0.09
113180,13-12-2016,16:37:00,100000145,Steven,Ball,New York,8675740287,Baby Quilt,47.76,0.03
113179,13-12-2016,16:33:00,100000412,Dan,Wright,Oklahoma,2876522496,Jacket,99.8,0.1
113178,13-12-2016,16:31:00,200000350,Isaac,Kelly,Minnesota,6228611532,Valance,47.76,0.06
113177,13-12-2016,16:26:00,100000724,Una,Blake,Texas,3382973348,Top,81.76,0.04
113176,13-12-2016,16:24:00,400000653,Sam,Campbell,Utah,4934584980,Nylon Pants,55.86,0.01
113175,13-12-2016,16:23:00,100000136,Christopher,Mackenzie,Maryland,8586814459,Gown & Robe Set,65.64,0.03
113174,13-12-2016,16:23:00,300000271,Carl,Abraham,Hawaii,9538578209,Dress,87.36,0.02
113173,13-12-2016,16:22:00,100000285,Matt,Black,Maine,5480721202,Shirt,67.83,0.08
113172,13-12-2016,16:22:00,200000523,Adam,Gill,Wisconsin,4291344502,Long Overalls,55.62,0
113171,13-12-2016,16:22:00,100000154,Kevin,Powell,South Dakota,8619953091,Pillowcase,18.96,0.01
113170,13-12-2016,16:21:00,200000071,Dan,Mills,Kansas,6648383061,Long Slip,27.86,0.02
113169,13-12-2016,16:20:00,100000520,Joan,Clarkson,Missouri,1737807900,Tie,68.64,0.07
113168,13-12-2016,16:18:00,100000451,Tracey,Thomson,North Carolina,7502168586,Baby Quilt,38.06,0.03
113167,13-12-2016,16:16:00,100000546,Donna,Johnston,Connecticut,7425260271,Mattress Cover,35.44,0.02
113166,13-12-2016,16:14:00,300000636,Elizabeth,McDonald,Arkansas,3305177499,Coveralls (long sleeve),95.88,0.02
113165,13-12-2016,16:13:00,100000936,Alexandra,Henderson,Rhode Island,8213207925,Underwear & Boxers,23.76,0.02
113164,13-12-2016,16:13:00,200000819,Katherine,Grant,Illinoi,6648383061,Long Slip,27.86,0.05
113163,13-12-2016,16:10:00,100000171,John,Hughes,New York,2430071492,Dust Ruffle,41.86,0.02
113162,13-12-2016,16:09:00,100000042,Diane,Black,Illinoi,6511971572,Sleeping Bag,47.88,0.06
113161,13-12-2016,16:09:00,300000597,Julian,Lyman,Arizona,1988250904,Coat,74.16,0.01
113160,13-12-2016,16:08:00,300000597,Julian,Lyman,Arizona,5997626126,Coat/Jacket,39.55,0.01
113159,13-12-2016,16:04:00,200000896,Paul,Allan,Pennsylvani,6182400847,Blazer,26.88,0.06
113158,13-12-2016,16:01:00,400000472,Gabrielle,Hardacre,Delaware,1336619171,Slacks,63.84,0.01
113157,13-12-2016,00:00:00,100000919,Natalie,Duncan,New Mexico,4291344502,Long Overalls,55.62,0.07
113156,13-12-2016,15:57:00,100000422,Brian,Simpson,North Dakota,1336619171,Slacks,63.84,0.05
113155,13-12-2016,15:57:00,200000819,Katherine,Grant,Illinoi,9313710898,Dish Towel,32.23,0.05
113154,13-12-2016,15:56:00,100000294,Brandon,Morgan,Mississippi,1737807900,Tie,68.64,0.01
113153,13-12-2016,15:56:00,100000841,Donna,Davidson,Colorado,2113413915,Shorts,59.33,0.05
113152,13-12-2016,15:54:00,100000544,Ian,Ince,Florida,3256419181,Short Slip,102,0.1
113151,13-12-2016,15:52:00,300000734,Sarah,Murray,North Dakota,2355020550,Sweater,67.92,0.02
113150,13-12-2016,15:52:00,300000633,Piers,Miller,Alaska,7502168586,Baby Quilt,38.06,0.08
113149,13-12-2016,15:51:00,200000646,Liam,Rutherford,Louisiana,1988250904,Coat,74.16,0.02
113148,13-12-2016,15:50:00,400000515,Amanda,Mackenzie,Mississippi,1303837083,Suit,19.4,0.1
113147,13-12-2016,15:50:00,100000170,Natalie,Morrison,Arkansas,2695940506,Sweater,59.4,0.04
113146,13-12-2016,15:49:00,100000330,Wendy,Turner,Massachusetts,2355020550,Sweater,67.92,0.05
113145,13-12-2016,15:48:00,100000558,Jan,Sanderson,Idaho,8213207925,Underwear & Boxers,23.76,0.03
113144,13-12-2016,15:48:00,400000914,Anna,Randall,New Jersey,5145202479,Crib Sheet,9.9,0.05
113143,13-12-2016,15:48:00,100000293,Nathan,Bond,Utah,5480721202,Shirt,67.83,0.1
113142,13-12-2016,15:45:00,100000443,Justin,Hodges,Delaware,1489444777,Short Gown,131.12,0.03
113141,13-12-2016,15:45:00,200000363,Brandon,Johnston,New York,2782517448,Belt,45.77,0.04
113140,13-12-2016,15:43:00,100000170,Natalie,Morrison,Arkansas,3256419181,Short Slip,102,0.04
113139,13-12-2016,15:41:00,200000102,Emma,Piper,Georgia,8262662751,Suit,109.89,0.08
113138,13-12-2016,15:39:00,100000091,Blake,Reid,Alabama,8948840620,Gloves,19.8,0.01
113137,13-12-2016,15:36:00,200000352,Piers,Harris,North Carolina,8586814459,Gown & Robe Set,65.64,0.09
113136,13-12-2016,15:35:00,100000574,Dylan,Marshall,West Virginia,2557931901,Short Gown,47.76,0.02
113135,13-12-2016,15:34:00,200000492,Julian,Langdon,Missouri,9873264896,Hat,10.89,0.07
113134,13-12-2016,15:34:00,200000940,Victor,Sutherland,Colorado,6660530324,Washcloth,35.14,0.01
113133,13-12-2016,15:33:00,400000795,Amanda,King,Florida,5480721202,Shirt,67.83,0.1
113132,13-12-2016,15:32:00,100000294,Brandon,Morgan,Mississippi,1039854547,Coat,135.83,0.01
113131,13-12-2016,15:32:00,100000049,Simon,Ball,California,2557931901,Short Gown,47.76,0.02
113130,13-12-2016,15:30:00,100000141,Angela,Wright,New Mexico,9873264896,Hat,10.89,0.06
113129,13-12-2016,15:30:00,300000611,Nicola,Paige,Maryland,1893735141,Socks,115.5,0.08
113128,13-12-2016,15:28:00,100000030,Luke,Wilkins,Washington,4622769035,Short Gown,78,0.09
113127,13-12-2016,15:28:00,200000607,Brian,Arnold,Connecticut,8864799421,Valance,31.8,0.02
113126,13-12-2016,15:27:00,200000938,Trevor,Harris,Michigan,2588421965,Commode Cover,15.84,0.05
113125,13-12-2016,15:27:00,100000247,Claire,Dickens,Indiana,4584868492,T-shirt,61.38,0.09
113124,13-12-2016,15:24:00,200000762,Andrea,Robertson,South Dakota,5050067655,Bottoms,66.96,0.04
113123,13-12-2016,15:23:00,200000043,Jake,Morgan,Rhode Island,6917448328,Socks,8.82,0.02
113122,13-12-2016,15:22:00,100000709,Angela,Lawrence,Washington,5127562193,Robe,95.76,0.02
113121,13-12-2016,15:21:00,100000255,Diane,Henderson,Kansas,9195451761,Hand Towel,51.66,0.1
113120,13-12-2016,15:14:00,200000791,Pippa,Walsh,Maryland,4924918902,T-shirt,62.79,0.1
113119,13-12-2016,15:11:00,100000182,Austin,Ball,New York,6648383061,Long Slip,27.86,0.06
113118,13-12-2016,15:10:00,200000747,Peter,Gibson,Oregon,1737807900,Tie,68.64,0.07
113117,13-12-2016,15:08:00,100000923,Andrea,Henderson,Missouri,2782517448,Belt,45.77,0.09
113116,13-12-2016,15:08:00,200000066,Piers,Burgess,Nebraska,2876522496,Jacket,99.8,0.06
113115,13-12-2016,15:07:00,300000592,Diana,Martin,Kansas,2782517448,Belt,45.77,0.07
113114,13-12-2016,15:07:00,300000268,James,Oliver,Georgia,1284609276,Sweater,95.76,0
113113,13-12-2016,15:07:00,300000731,Warren,Ince,Arkansas,4391642886,Men's Pajama Set,83.79,0.04
113112,13-12-2016,15:06:00,300000393,Lily,Lyman,New Hampshire,2210750188,Blazer,119.76,0.02
113111,13-12-2016,15:05:00,200000663,Leonard,Jackson,Delaware,2557931901,Short Gown,47.76,0.02
113110,13-12-2016,15:05:00,100000378,Harry,Manning,Iowa,4619440506,Shorts,69.75,0.06
113109,13-12-2016,15:05:00,100000839,Nathan,Kerr,Maine,6182617964,Long Gown,97.11,0.1
113108,13-12-2016,15:02:00,300000524,Brandon,Clark,New Hampshire,5127562193,Robe,95.76,0
113107,13-12-2016,00:00:00,400000691,Jacob,Clarkson,Utah,1039854547,Coat,135.83,0.02
113106,13-12-2016,14:58:00,300000597,Julian,Lyman,Arizona,2588421965,Commode Cover,15.84,0.01
113105,13-12-2016,14:58:00,200000459,Charles,Brown,Arizona,3126356136,Formal Dress,99.9,0.04
113104,13-12-2016,14:57:00,100000132,James,Marshall,Rhode Island,5509524170,Couch Cover,86.68,0.04
113103,13-12-2016,14:56:00,100000746,Ava,Gibson,Kentucky,2153011099,Gown & Robe Set,99.8,0.03
113102,13-12-2016,14:56:00,100000841,Donna,Davidson,Colorado,8864799421,Valance,31.8,0.05
113101,13-12-2016,14:55:00,100000331,Jonathan,Manning,Nevada,2524845521,Gown & Robe Set,105.6,0
113100,13-12-2016,14:51:00,400000829,Lillian,Hemmings,Rhode Island,8213207925,Underwear & Boxers,23.76,0.01
113099,13-12-2016,14:47:00,100000377,Samantha,Knox,Idaho,3256419181,Short Slip,102,0.1
113098,13-12-2016,14:44:00,200000715,Sebastian,Mackenzie,Florida,8143229140,Shower Shoes,27.86,0.09
113097,13-12-2016,14:43:00,400000740,Michael,Hamilton,Tennessee,1988250904,Coat,74.16,0.03
113096,13-12-2016,14:40:00,200000100,Carolyn,Robertson,North Carolina,7690258628,Baby Blanket,21.93,0.1
113095,13-12-2016,14:38:00,300000717,Anne,Allan,South Dakota,6228611532,Valance,47.76,0.08
113094,13-12-2016,14:38:00,100000642,Eric,Wilson,Ohio,8586814459,Gown & Robe Set,65.64,0.07
113093,13-12-2016,14:38:00,200000726,Peter,Chapman,California,1940915493,Long Gown,68.77,0
113092,13-12-2016,14:37:00,100000344,Anna,Miller,South Dakota,5187883584,Dish Towel,49.5,0.03
113091,13-12-2016,14:36:00,100000723,Justin,Campbell,Texas,5480721202,Shirt,67.83,0.03
113090,13-12-2016,14:35:00,300000271,Carl,Abraham,Hawaii,3305177499,Coveralls (long sleeve),95.88,0.02
113089,13-12-2016,14:34:00,100000677,Dominic,Langdon,North Carolina,3405268556,Handbag,114.77,0.04
113088,13-12-2016,14:31:00,200000610,Ian,Walsh,Alaska,3132788435,Coat,30.06,0.08
113087,13-12-2016,14:30:00,100000877,Megan,Reid,Alaska,2355020550,Sweater,67.92,0.03
113086,13-12-2016,14:30:00,100000835,Leonard,Gibson,Wyomin,2363094138,Short Overalls,71.82,0.06
113085,13-12-2016,14:30:00,200000619,Alexander,Abraham,Texas,9313710898,Dish Towel,32.23,0.03
113084,13-12-2016,14:27:00,100000724,Una,Blake,Texas,2248992375,Sweater,61.38,0.04
113083,13-12-2016,14:25:00,100000851,Victor,Clark,Georgia,6228611532,Valance,47.76,0.01
113082,13-12-2016,14:25:00,200000725,Kevin,Hudson,Georgia,2210750188,Blazer,119.76,0.1
113081,13-12-2016,14:24:00,200000447,Neil,Coleman,Colorado,1039854547,Coat,135.83,0.02
113080,13-12-2016,14:22:00,100000489,Kevin,Wright,New Mexico,9862518267,Socks,10.84,0.09
113079,13-12-2016,14:18:00,300000812,Natalie,Wallace,Maryland,3750666773,Waterbed Sheet,79.8,0.07
113078,13-12-2016,14:16:00,100000142,Sam,Russell,Vermont,3750666773,Waterbed Sheet,79.8,0.04
113077,13-12-2016,14:14:00,200000588,Sean,Dyer,Vermont,4538875409,Couch Cover,79.8,0.09
113076,13-12-2016,14:14:00,200000482,Justin,Graham,Arizona,4574639519,Jeans,14.5,0.01
113075,13-12-2016,14:12:00,400000514,Michael,Henderson,Massachusetts,6991736764,Pillow Sham,19.8,0.08
113074,13-12-2016,14:11:00,100000709,Angela,Lawrence,Washington,3390230025,Top,33.48,0.02
113073,13-12-2016,14:10:00,200000534,Sebastian,Thomson,Georgia,5145202479,Crib Sheet,9.9,0.1
113072,13-12-2016,14:08:00,100000205,Anna,Lee,Maine,3132788435,Coat,30.06,0.05
113071,13-12-2016,14:07:00,200000385,Joe,Parsons,Washington,7841340144,Shirt,29.4,0.1
113070,13-12-2016,14:07:00,200000389,Leonard,Thomson,Florida,5127562193,Robe,95.76,0
113069,13-12-2016,14:06:00,100000489,Kevin,Wright,New Mexico,2695940506,Sweater,59.4,0.09
113068,13-12-2016,14:06:00,200000793,Charles,McDonald,Utah,2876522496,Jacket,99.8,0.06
113067,13-12-2016,14:04:00,100000041,Edward,Terry,Indiana,3962085980,Sleeper,61.38,0.05
113066,13-12-2016,14:03:00,100000130,Alison,MacLeod,Pennsylvani,4622769035,Short Gown,78,0.02
113065,13-12-2016,00:00:00,100000921,William,Gibson,Mississippi,1336619171,Slacks,63.84,0.07
113064,13-12-2016,13:56:00,100000832,David,Turner,Nevada,8619953091,Pillowcase,18.96,0.03
113063,13-12-2016,13:55:00,200000749,Anthony,Quinn,Alaska,8713824671,Infant 2 Piece Set,48.6,0.02
113062,13-12-2016,13:54:00,200000622,Christopher,Randall,New York,8586814459,Gown & Robe Set,65.64,0.09
113061,13-12-2016,13:53:00,100000930,Amelia,Hughes,Hawaii,8068199275,Slacks,87.78,0
113060,13-12-2016,13:51:00,100000640,David,Arnold,Wisconsin,8624682735,Coat,77.77,0.1
113059,13-12-2016,13:51:00,100000400,Jacob,Fisher,New Jersey,8694351166,Chair Cover,38.87,0.02
113058,13-12-2016,13:47:00,200000047,Leah,Nolan,Mississippi,8948840620,Gloves,19.8,0.03
113057,13-12-2016,13:47:00,100000879,Ryan,Russell,Virginia,6661671897,Swimwear,50.83,0.02
113056,13-12-2016,13:47:00,100000931,Maria,Lawrence,Missouri,4538875409,Couch Cover,79.8,0.02
113055,13-12-2016,13:45:00,400000639,Peter,Miller,Oklahoma,7690258628,Baby Blanket,21.93,0.04
113054,13-12-2016,13:45:00,200000043,Jake,Morgan,Rhode Island,3390230025,Top,33.48,0.02
113053,13-12-2016,13:45:00,100000232,Trevor,King,Colorado,3135576553,Underwear,5.88,0.07
113052,13-12-2016,13:43:00,300000731,Warren,Ince,Arkansas,7463357829,Infant 2 Piece Set,49.8,0.04
113051,13-12-2016,13:36:00,200000508,Bella,Gibson,Colorado,3819369487,Dish Towel,7.84,0.08
113050,13-12-2016,13:35:00,200000186,Sue,Ellison,Minnesota,5187883584,Dish Towel,49.5,0.01
113049,13-12-2016,13:30:00,300000704,Bernadette,Cornish,Pennsylvani,1082405301,Blazer,119.76,0.04
113048,13-12-2016,13:30:00,200000260,Harry,Walsh,Wyomin,3750666773,Waterbed Sheet,79.8,0.07
113047,13-12-2016,13:29:00,100000332,Carolyn,Churchill,Alabama,1284609276,Sweater,95.76,0.04
113046,13-12-2016,13:27:00,300000357,Mary,Reid,Virginia,1319286996,Gowns/Pajamas,47.43,0.02
113045,13-12-2016,13:26:00,100000306,Phil,Grant,Vermont,3123824581,Sweatpants,43.89,0.09
113044,13-12-2016,13:24:00,100000229,Yvonne,Johnston,Wyomin,6991736764,Pillow Sham,19.8,0.04
113043,13-12-2016,13:23:00,100000154,Kevin,Powell,South Dakota,7270957383,Scarf,29.85,0.01
113042,13-12-2016,13:23:00,200000682,Oliver,Paterson,Pennsylvani,9870137717,Crib Sheet,53.9,0.07
113041,13-12-2016,13:23:00,100000233,Stewart,Pullman,Idaho,5310615417,Tie,41.79,0
113040,13-12-2016,13:21:00,100000402,Kylie,McDonald,Indiana,5997626126,Coat/Jacket,39.55,0.04
113039,13-12-2016,13:20:00,100000881,Joan,Nash,Pennsylvani,3495221948,Suit & 2 pc Dress,38.12,0.07
113038,13-12-2016,13:18:00,100000176,Wendy,Gill,Arizona,2178891798,Hand Towel,18.17,0.02
113037,13-12-2016,13:17:00,100000809,Dylan,Mathis,Colorado,2020397001,Men's Pajama Set,23.1,0.03
113036,13-12-2016,13:17:00,100000847,Virginia,Newman,Maryland,4619440506,Shorts,69.75,0.07
113035,13-12-2016,13:16:00,200000448,Evan,Hart,Florida,6660530324,Washcloth,35.14,0.05
113034,13-12-2016,13:13:00,400000441,Amy,Murray,Texas,5509524170,Couch Cover,86.68,0
113033,13-12-2016,13:12:00,200000683,Piers,Gray,New York,3132788435,Coat,30.06,0.07
113032,13-12-2016,13:11:00,200000942,Richard,Roberts,Alaska,3405268556,Handbag,114.77,0.1
113031,13-12-2016,13:11:00,200000646,Liam,Rutherford,Louisiana,4934584980,Nylon Pants,55.86,0.02
113030,13-12-2016,13:09:00,100000445,Rose,Hodges,New Hampshire,6719567315,Blouse,47.88,0.02
113029,13-12-2016,13:08:00,100000543,Chloe,Dickens,Georgia,3126356136,Formal Dress,99.9,0.01
113028,13-12-2016,13:08:00,100000249,Brandon,Bower,South Dakota,4622769035,Short Gown,78,0.04
113027,13-12-2016,13:07:00,300000666,Alan,Forsyth,Colorado,1940915493,Long Gown,68.77,0.05
113026,13-12-2016,13:07:00,200000486,Leonard,Churchill,Tennessee,8713824671,Infant 2 Piece Set,48.6,0.05
113025,13-12-2016,13:07:00,400000690,Bernadette,Duncan,Utah,2782517448,Belt,45.77,0.03
113024,13-12-2016,13:05:00,200000587,Sebastian,Forsyth,Delaware,3962085980,Sleeper,61.38,0.07
113023,13-12-2016,13:03:00,200000716,Theresa,Fraser,Rhode Island,9223468295,Bath Mat,23.88,0.09
113022,13-12-2016,13:03:00,100000227,Connor,Gill,Alaska,4924918902,T-shirt,62.79,0.08
113021,13-12-2016,13:03:00,300000913,Dan,Robertson,Nebraska,5608950888,Suit & 2 pc Dress,112.35,0.1
113020,13-12-2016,13:02:00,200000109,Joe,Forsyth,Texas,6182617964,Long Gown,97.11,0.05
113019,13-12-2016,13:02:00,100000284,Lily,Hughes,Wisconsin,5153370805,Shorts,43.96,0.04
113018,13-12-2016,13:02:00,400000755,Angela,Oliver,Arkansas,6228611532,Valance,47.76,0.01
113017,13-12-2016,12:58:00,100000203,Yvonne,Arnold,North Dakota,2963300774,Sweatshirt,75.81,0.03
113016,13-12-2016,12:56:00,300000528,Victoria,Welch,Iowa,8586814459,Gown & Robe Set,65.64,0.08
113015,13-12-2016,12:56:00,100000142,Sam,Russell,Vermont,8864799421,Valance,31.8,0.04
113014,13-12-2016,12:53:00,100000092,Jane,Forsyth,New Mexico,2153011099,Gown & Robe Set,99.8,0.1
113013,13-12-2016,12:53:00,100000880,Rachel,Springer,North Dakota,2926937052,Washcloth,10.78,0.03
113012,13-12-2016,12:53:00,100000501,Victoria,Johnston,Louisiana,8619953091,Pillowcase,18.96,0.01
113011,13-12-2016,12:46:00,200000536,Simon,Brown,West Virginia,1893735141,Socks,115.5,0.06
113010,13-12-2016,12:43:00,100000572,David,Stewart,Virginia,7833392032,Skirt,55.86,0.06
113009,13-12-2016,12:42:00,200000370,Joshua,Bond,Kansas,1336619171,Slacks,63.84,0.09
113008,13-12-2016,12:42:00,200000591,Christian,Edmunds,Wyomin,2524845521,Gown & Robe Set,105.6,0.1
113007,13-12-2016,12:38:00,200000349,Cameron,Duncan,Arizona,6182400847,Blazer,26.88,0.01
113006,13-12-2016,12:36:00,200000301,Joseph,Robertson,South Carolina,2926937052,Washcloth,10.78,0.1
113005,13-12-2016,12:34:00,100000304,Andrea,Jackson,Mississippi,3390230025,Top,33.48,0.07
113004,13-12-2016,12:33:00,200000842,Matt,Manning,Montan,8269421724,Long Overalls,124.75,0.06
113003,13-12-2016,12:32:00,100000928,Stephen,Glover,Ohio,8864799421,Valance,31.8,0.08
113002,13-12-2016,12:32:00,300000736,Anne,Butler,Connecticut,6991736764,Pillow Sham,19.8,0.1
113001,13-12-2016,12:31:00,200000414,Sebastian,Langdon,Alabama,4681342313,Sheets,29.9,0.06
113000,13-12-2016,12:30:00,100000871,Joshua,Kelly,South Dakota,8058527540,Jeans,35.91,0.05
112999,13-12-2016,12:29:00,100000273,Jake,Skinner,Nebraska,4934584980,Nylon Pants,55.86,0.01
112998,13-12-2016,12:28:00,300000888,Pippa,Gray,New Mexico,3126356136,Formal Dress,99.9,0
